korok_id,korok_found,korok_location,korok_num,korok_type,korok_coord_start,korok_coord_end,korok_desc,
597,0,Gerudo Highlands,6,Pinwheel Archery,"-3812, -0789, 0548",,"Travel to the cliffside west of Mystathi's Shelf, and when you reach the area, search for the gray-colored rocks lodged in the cliffside. Just underneath this stone, you'll find a tree with cutoff branches. Use Ultrahand to grab the boulder in the northern crater, then place it atop the forked tree to collect this Korok Seed!",
598,0,Gerudo Highlands,7,Pinwheel Archery,"-3721, -0803, 0641","-3673, -0798, 0632","This Korok Seed is found on the ledge near the midsection of the Statue of the Eight Heroine. Once on the ledge, lift the lone rock found here, and you'll receive your Korok Seed! If you have yet to discover the Statue of the Eight Heroine, it's located in the valley northeast of the Otutsum Shrine and northwest of the Gerudo Summit.",
599,0,Gerudo Highlands,8,Pinwheel Archery,"-3565, -0733, 0556",,"This Korok Seed can be earned by solving the puzzle found northwest of the Mayamats Shrine on the northern end of the valley between Mount Agaat and Risoka Snowfield.To collect the Korok Seed, grab the block with Ultrahand and place it on top of the structure, as pictured above, to create a symmetrical rectangular prism.",
600,0,Gerudo Highlands,9,Pinwheel Archery,"-3197, -1169, 0479","-3142, -0620, 0199","This Korok Seed is found atop a tree on the southwestern end of the Risoka Snowfield. The tree you're searching for is one of five trees in the area, so follow the arrow signs to determine the correct tree.Once you've identified the correct tree, climb it, and examine the sparkling leaves to collect this Korok Seed.",
601,0,Gerudo Highlands,10+11,Reunite Friends,"-3601, -0916, 0506",,"On the southern edge of the Risoka Snowfield that overlooks Rutimala Hill, you'll find a Korok that's been separated from his friend. Escort the Korok to his friend's camp north of your location near the Otutsum Shrine, and you'll be rewarded with two Korok Seeds.Though you could simply carry the Korok north using Ultrahand, we recommend using Zonai devices to build a vessel that can trudge through the snow. The path toward the friend's camp is full of enemies, including a Lynel, so it's best to bypass them altogether.",
602,0,Gerudo Highlands,12,Pinwheel Archery,"Start -3750, -1080, 0524","-3736, -0997, 0535","Travel to the eastern Risoka Snowfield and explore the area above the valley between Rutimala Hill and Meadela's Mantle. Here, you'll find a ledge near the natural archway. On the ledge southeast of the archway, sits a diamond formed out of rocks. From the diamond, take a couple of steps northeast, and on the lower ledge, you'll find the final stone needed to complete the diamond.Use Ultrahand to place the stone in the diamond's gap to earn yourself a Korok Seed.",
603,0,Gerudo Highlands,13,Pinwheel Archery,"-3490, -0983, 0615",,"Just southeast of the Otutsum Shrine, you'll notice a natural archway. Look up toward the center of the archway, and shoot the balloon found here with a well-aimed arrow to collect this Korok Seed.",
604,0,Gerudo Highlands,14,Pinwheel Archery,"-3246, -1030, 0567",,"To collect this Korok Seed, climb onto the circular rock formation on the northern end of Mystahi's Shelf. Here, you'll find two stone sculptures underneath a makeshift shelter. Use the nearby materials to create a roof for the shelter, and you'll be given a Korok Seed.",
605,0,Gerudo Highlands,15,Pinwheel Archery,"-3163, -1038, 0470",,"To collect this Korok Seed, search for the short windmill on the northern ledge that overlooks the Tanagar Canyon. The ledge is near taller windmills, and it sits across from the nearby Bokoblin camp. Use Ultrahand to grab the loose block, place it on the windmill, as shown above, to complete the structure, and you'll be rewarded with a Korok Seed.",
606,0,Gerudo Highlands,16,Pinwheel Archery,"-3101, -1032, 0596",,"To collect this Korok Seed head to the section of Tanagar Canyon north of Lake Illumeni. Drop to the bottom of the canyon and search for the natural archway pictured above. Ascend through the log underneath the archway, and you'll earn a Korok Seed.",
607,0,Gerudo Highlands,17,Pinwheel Archery,"-2870, -1125, 0411",,"To collect this Korok Seed, head to the section of the Tanagar Canyon north of the Illumeni Plateau. Search for the gray-colored stone west of the windmill, and you should notice a hidden passage that leads to a leaf-marked log.Step on the log, quickly Ascend through the gray-colored stone, then walk through the ring before the timer runs out to collect this Korok Seed.",
608,0,Gerudo Highlands,18+19,Reunite Friends,"-3060, -1286, 0500",,"North of Lake Illumeni, on a slope that leads toward the Tanagar Canyon, you'll find an exhausted Korok that's been separated from his friend.Escort the Korok to his friend's camp west of your location near the Gasas Shrine, and the pair of besties will graciously award you two Korok Seeds.",
609,0,Gerudo Highlands,20,Pinwheel Archery,"-2140, -1486, 0279",,"Off the eastern edge of Lake Illumeni and just northeast of the Turakawak Shrine, sits a makeshift shelter that's seemingly finished. However, it's actually missing a wood slab.Use Ultrahand to grab the nearby wood slab, use it to complete the roof, and you'll earn a Korok Seed.",
610,0,Gerudo Highlands,21,Pinwheel Archery,"-1817, -1534, 0100",,"This Korok Seed can be earned by completing a time trial on the northeastern cliffside of Mystahi's Shelf. As you explore the northeastern cliffside, search the area for the wooden walkway pictured above. Here, you'll discover a leaf-marked stump that serves as the starting line for the time trial.Step on the stump, then climb and use Ascend to reach the yellow-colored ring before time runs out. If completed in time, you'll earn a Korok Seed. If time runs out, step on the stump to try again.",
611,0,Gerudo Highlands,22,Pinwheel Archery,"-2505, -1590, 0536",,"On the northern edge of the Gerudo Summit, there are two areas: the western area housing the Gerudo Summit Chasm, and the lower eastern shelf where this Korok Seed can be collected. Travel to this northeastern area in the Gerudo Summit, and you'll discover four trees. Examine the sparkling leaves circling the trees to add another Korok Seed to your inventory.",
612,0,Gerudo Highlands,23,Pinwheel Archery,"-2643, -1533, 0582",,"This Korok Seed is beneath the rock found on the pommel or butt-end of the sword that's sticking out of the ground near the Frost Gleeok site on Gerudo Summit. The sword is just a few feet away from the Frost Gleeok, so it can be difficult to collect this Korok Seed without alerting the icy beast. But if you'd like to avoid combat, launch from the Gerudo Highlands Skyview Tower, and land directly on the pommel.This should give you enough time to quickly lift the rock to collect the Korok Seed before fast-traveling to safety.",
613,1,Gerudo Highlands,24,Lift the Rock,"-2695, -1446, 0543","-2961, -1400, 0442","This Korok Seed is found on a small ledge on the eastern cliffside of Gerudo Summit, just southeast of the entrance to Mystahi's Shelf Cave. Melt the iceberg, then lift the revealed rock to obtain a Korok Seed.",
614,1,Gerudo Highlands,25,Race to the Circle,"-2672, -1356, 0535",,"This Korok Seed can be earned by completing the time trial atop the small rock formation in the area east of the Gerudo Summit. Step on the leaf-marked stump, and a ring will appear to the east.Sprint or shield surf through the ring before time runs out, and you'll be awarded a Korok Seed.",
615,0,Gerudo Highlands,26,Pinwheel Archery,"-2818, -1651, 0474",,"Search the cliffside southwest of the Cliffs of Ruvara for a small ledge housing a circle formed out of stones. Drop down to this ledge, then use Ultrahand to place the nearby rock in the gap, and you'll receive a Korok Seed.",
616,0,Gerudo Highlands,27+28,Reunite Friends,"-3320, -2275, 0075",,"Travel to the top of the ridge between Vatorsa Snowfield and Laparoh Mesa, then speak to the stranded Korok found here.After a brief conversation, build a sled out of the nearby Zonai devices, attach the Korok to the sled, and drive him down to his friend's camp to the north. The thankful Koroks will give you two Korok Seeds for your efforts.",
617,0,Gerudo Highlands,29,Pinwheel Archery,"-3315, -2164, 0049",,"This Korok Seed can be obtained by traveling to the ridge in northwestern Vatorsa Snowfield and finding the ledge with the lonely stone. Lift the stone, and you'll be given a Korok Seed.",
618,0,Gerudo Highlands,30,Pinwheel Archery,"-4395, -2013, 0100",,"From the southeastern cliffside of Gerudo Summit, drop down two levels to find a small natural shelter with Wildberries in front of it. Walk over the flower underneath the shelter, and it'll disappear before quickly reappearing in another nearby spot.Follow the flower's trail until it turns white, then walk into it a final time to obtain this Korok Seed.",
619,0,Gerudo Highlands,31,Pinwheel Archery,"-4148, -1932, 0102",,"To collect this Korok Seed, climb to the top of the cliffside directly north of the Vatorsa Snowfield to find a lonely pine tree. Climb the pine tree, and when you reach the top, examine the sparkling leaves to receive your reward.",
620,0,Gerudo Highlands,32,Pinwheel Archery,"-3845, -1895, 0306",,"To pick up this Korok Seed, travel to the natural archway that connects Vatorsa Snowfield to Laparoh Mesa, then look toward the Vatorsa Snowfield's eastern cliffside. Near the top of the cliffside, you'll spot a small ledge. Climb up to this ledge, then walk into the orange-colored pinwheel to trigger a firing practice minigame. Shoot the three balloons that appear in front of you, and you'll earn this Korok Seed.",
621,0,Gerudo Highlands,33,Pinwheel Archery,"-3920, -1590, 0241",,This Korok Seed can be earned by Ascending through the leaf-marked log underneath the natural archway that connects Vatorsa Snowfield to Laparoh Mesa. The log is closer to the eastern or Laporah Mesa side of the area.,
622,0,Gerudo Highlands,34,Pinwheel Archery,"-3572, -1852, 0358",,"To collect this Korok Seed, climb to the top of Laparoh Mesa and head to the northwestern edge to find a stone statue below a makeshift shelter. Use the materials just east of the statue to build a roof for the structure, and you'll earn yourself a Korok Seed.",
623,0,Gerudo Highlands,35,Pinwheel Archery,"-3583, -1990, 0246",,"From the center of Laparoh Mesa, walk northeast to the cliffside, and drop down to the lonely pine tree below. Climb the tree, and when you reach the top, examine the sparkling leaves to obtain this Korok Seed.",
624,0,Gerudo Highlands,36,Pinwheel Archery,"-3582, -1984, 0201",,"From the center of Laporah Mesa, walk southwest to reach the cliffside, then climb down to find the plugged tree stump pictured above. Attach the nearby metal plates to the free end of the chain, then drop them off the side so gravity can unplug the stump. Completing this quick puzzle will earn you yet another Korok Seed.",
625,0,Gerudo Highlands,37,Pinwheel Archery,"-3208, -1855, 0078",,"To collect this Korok Seed, head to the center of Nephra Hill on the eastern edge of the Gerudo Highlands, and search for the small rock formation pictured above. Pick up the lonely rock atop this rock formation, and the Korok Seed is yours!",
626,0,Gerudo Highlands,38,Pinwheel Archery,"-3192, -1743, 0353",,"You can earn this Korok Seed by visiting Nephra Hill's eastern cliffside that overlooks the Digdogg Suspension Bridge and completing the shooting gallery minigame. When you reach Nephra Hill's eastern cliffside, drop down and approach the pinwheel pictured above to begin the minigame. Once you've shot all three balloons, you'll be rewarded with a Korok Seed.",
627,0,Gerudo Highlands,39,Pinwheel Archery,"-3011, -1501, 0577",,"To collect this Korok Seed, head to Zirco Mesa's lower eastern shelf and search for the three stone sculptures sitting underneath a makeshift shelter. Use the materials just east of the statues to build a roof, then place it atop the makeshift shelter to earn your prize.",
